txn_id,upi_ref,sender_vpa,sender_id,recv_vpa,recv_id,amount_inr,timestamp,sender_state,recv_state,sender_bank,recv_bank,is_fraud,layer
7012bd3f-5556-41,UPI0001003444,e9vifttd@ibl,afcf7781-db7,4ivsolml@oksbi,3f8344dd-51d,190170,2024-03-16T15:06:03,Telangana,Telangana,Axis,SBI,0,clean
9af43ae2-549a-4e,UPI0001003055,n7s55j2o@icici,0c084f0a-36d,961j88qe@apl,08348a0c-8d8,101956,2024-03-16T18:22:02,Karnataka,Telangana,ICICI,Kotak,0,clean
08ae5767-1be5-4f,UPI0001001706,i6yuj7yk@icici,f03c391e-8f7,tk63n2qb@okaxis,b1b0f143-ca6,18092,2024-03-15T20:06:05,Tamil Nadu,Maharashtra,Kotak,ICICI,0,clean
49d2d743-936f-4a,UPI0001001377,bikcidkw@upi,f7982aa6-df8,4vssrura@upi,955c4234-bff,36380,2024-03-17T11:25:14,Tamil Nadu,Gujarat,HDFC,PNB,0,clean
bf78d836-1b4f-4f,UPI0001000266,ezjsszwd@icici,4d45d924-039,k0ucc1m3@apl,18efcd83-447,169433,2024-03-17T15:20:02,Telangana,Gujarat,SBI,BOB,0,clean
3adbe223-5b68-4c,UPI0001004297,c01arxab@apl,a094d57c-0e5,rdihsa7h@oksbi,ecf41fd7-09b,40591,2024-03-17T00:24:54,Tamil Nadu,Karnataka,ICICI,ICICI,0,clean
b3095cef-e8bd-40,UPI0001003787,r94sz2ku@ybl,3c8e10be-1ce,nbhnal3g@ybl,b9a38cd2-91b,124931,2024-03-16T06:17:24,Telangana,Telangana,Axis,PNB,0,clean
c11abadd-21d4-41,UPI0001000483,z6us7rp4@ibl,a8bc7367-673,q57te8tv@axl,fbac67aa-dd8,186033,2024-03-17T19:47:15,Karnataka,Telangana,Kotak,PNB,0,clean
c258d1a2-053c-42,UPI0001000372,eh5sw229@upi,988a62ef-895,almjegqt@apl,5a7a5884-b49,115348,2024-03-16T16:02:14,Telangana,Tamil Nadu,Axis,SBI,0,clean
9db02bce-6ff8-44,UPI0001003702,9i6uu13i@oksbi,8752282f-7ab,5hcbbmhn@axl,d47e844a-967,142175,2024-03-16T11:10:38,Kerala,Karnataka,PNB,Kotak,0,clean
c66458b3-79c5-4d,UPI0001001684,2wgxo05q@apl,c1eb9500-3af,08j3trp0@paytm,6434509b-398,84869,2024-03-17T17:20:24,Karnataka,Karnataka,Axis,ICICI,0,clean
285a069c-4cbd-43,UPI0001004444,vgox22in@okaxis,9d6a6b21-955,1bcppvoh@icici,328ed257-23e,97821,2024-03-18T11:29:00,Kerala,Karnataka,Axis,SBI,0,clean
b72da445-561d-46,UPI0001001260,rdihsa7h@oksbi,ecf41fd7-09b,tuw6taq6@upi,409c06a8-91d,34438,2024-03-16T21:16:02,Karnataka,Gujarat,ICICI,Axis,0,clean
cdbcbf50-99e1-4b,UPI0001000029,fazz81sd@paytm,4e1490f5-c9d,b94874fr@okaxis,c672a0f6-187,165426,2024-03-15T10:33:10,Rajasthan,Uttarakhand,BOB,BOB,1,L1→L2
afa2b61b-9ba2-4e,UPI0001001506,xorzpgu2@okaxis,150b1c69-9d5,mcqbnkx9@ibl,8afc3470-686,141520,2024-03-18T10:43:44,Kerala,Tamil Nadu,ICICI,Kotak,0,clean
d2ce51fc-26e5-48,UPI0001001002,nn8ztv05@ibl,b38f2bd8-1fb,o119xp9n@apl,84e5cbf1-b6a,99019,2024-03-16T07:06:25,Karnataka,Maharashtra,BOB,Axis,0,clean
bb95161f-8c4a-49,UPI0001001144,cqse3tv1@oksbi,3efd782c-6ec,z2t4h20r@ybl,d41e17b8-b9f,181820,2024-03-16T21:01:13,Gujarat,Tamil Nadu,Axis,HDFC,0,clean
74541ca3-3955-4b,UPI0001000644,la100qxm@ibl,b9b04561-3db,tkcd0rle@okaxis,ba81f20d-2be,83400,2024-03-15T11:54:13,Telangana,Gujarat,BOB,SBI,0,clean
31a57c51-075b-43,UPI0001000126,t0mq8abk@ybl,9638e7a0-a3a,ybisbo55@paytm,0adcc0b2-719,76163,2024-03-16T07:21:46,West Bengal,Kerala,Kotak,ICICI,0,clean
6eb558bf-c3e0-48,UPI0001000636,eyr8lnoe@upi,ae9b4688-14f,ifrml29q@ybl,7e962fc5-e68,53384,2024-03-16T17:53:58,Telangana,Tamil Nadu,BOB,ICICI,0,clean
99365b7a-1114-46,UPI0001001108,vpw232ut@icici,10888114-863,vqy5ibpt@ybl,6254431b-8f0,183072,2024-03-17T21:01:54,Gujarat,Tamil Nadu,HDFC,HDFC,0,clean
5379d7f8-8c2e-4e,UPI0001003870,hx2kbvsi@oksbi,ebee6395-f0f,e1i1p0bq@ibl,3130fc81-4e9,141815,2024-03-15T22:14:32,Tamil Nadu,Tamil Nadu,PNB,Kotak,0,clean
ab9c2c7c-6071-41,UPI0001001214,sdygflij@okaxis,f4e28f71-353,9qm3p91i@upi,292ebd50-376,101640,2024-03-15T23:59:26,Telangana,West Bengal,Axis,BOB,0,clean
ce19ad4f-f579-4e,UPI0001003623,zrf5a7qy@icici,4b4c4d05-3db,h61iaoim@ybl,e6db924d-173,97639,2024-03-15T11:33:00,Gujarat,West Bengal,PNB,ICICI,0,clean
d0970d14-c968-41,UPI0001001099,6zpxvpbl@okaxis,aadb54c8-2d0,jcitfoyq@ybl,56227fb1-a5a,72436,2024-03-17T15:37:07,Kerala,Karnataka,Axis,HDFC,0,clean
1994b2bc-4a9a-4e,UPI0001003864,asifpwio@ibl,66abea7e-d1b,cd81twhw@okaxis,215eaeac-210,68598,2024-03-15T11:34:23,Kerala,Kerala,Kotak,BOB,0,clean
db2fd57f-8473-4c,UPI0001001269,sb4gf16y@ibl,b39346ac-8d2,mqg1ved3@ibl,9abe9954-38e,15684,2024-03-16T16:44:05,Telangana,Tamil Nadu,HDFC,ICICI,0,clean
49d77025-a9e6-45,UPI0001003210,fr91ipwh@upi,0e051c39-642,5cozroou@oksbi,1731ed06-891,174094,2024-03-16T11:06:54,West Bengal,Kerala,SBI,ICICI,0,clean
2189f72c-aaa5-49,UPI0001002229,hy8nbiqu@axl,294c42d1-181,moge4qxx@ybl,686a9e6d-c61,125377,2024-03-17T17:54:20,Kerala,Gujarat,PNB,SBI,0,clean
3e406208-f5c0-4a,UPI0001002485,6wpx2cyo@icici,8e6b6450-5a7,qfwwxr5r@ibl,26cdf408-d84,108597,2024-03-18T07:17:04,West Bengal,Maharashtra,BOB,ICICI,0,clean
603a43c8-d526-4e,UPI0001000059,091c795r@upi,e21f0d08-204,gu3obygh@oksbi,b3e30a41-88d,120713,2024-03-17T15:40:48,Karnataka,Tamil Nadu,BOB,ICICI,0,clean
bf11df38-4e25-48,UPI0001003198,sygjjfgj@paytm,333e6ba7-55b,3dd03uvu@upi,cf3db828-3cc,8739,2024-03-16T13:57:02,Kerala,Tamil Nadu,Axis,PNB,0,clean
6707d606-c28e-4f,UPI0001004341,aacosym0@paytm,7cd0e4eb-ec5,7gu0env5@icici,f2e7fec2-ac8,146878,2024-03-17T23:32:38,Kerala,West Bengal,HDFC,Axis,0,clean
5e74f626-f94c-4c,UPI0001001777,so8w5038@okaxis,0a9225e3-208,6befflzm@icici,db593e75-f7b,4882,2024-03-16T12:16:47,Karnataka,Kerala,Axis,ICICI,0,clean
0b39b8a8-7e41-4f,UPI0001003978,48c1cqg4@apl,88ccb91c-dbb,mcqbnkx9@ibl,8afc3470-686,129103,2024-03-18T03:22:51,Tamil Nadu,Tamil Nadu,BOB,Kotak,0,clean
c3caf313-182f-43,UPI0001003393,239moft6@axl,0f7c79b6-edf,z2sf6f7l@apl,f4ac893c-cd3,197605,2024-03-17T18:27:39,Karnataka,Karnataka,ICICI,Kotak,0,clean
8b8b5734-8d91-4b,UPI0001001006,hzn4kgeu@okaxis,10818e5f-69f,moge4qxx@ybl,686a9e6d-c61,104556,2024-03-17T17:42:25,Telangana,Gujarat,BOB,SBI,0,clean
d9322106-3b06-4e,UPI0001001686,0ui22kx7@apl,0cb4a777-b67,mpkxvhag@paytm,0a090c2a-c48,115870,2024-03-16T21:36:04,Karnataka,Tamil Nadu,Axis,SBI,0,clean
639e8c8e-a0f0-42,UPI0001004125,u7u6n7hv@okaxis,1c4fe2d7-dac,il8sa3id@upi,0ff28a1c-817,61212,2024-03-15T19:33:47,Tamil Nadu,Gujarat,SBI,SBI,0,clean
a33620d6-e9da-49,UPI0001000940,snwywrra@icici,2981fe0d-fe0,o57p6bkl@ibl,a0f35ea4-53a,48176,2024-03-17T11:52:20,Karnataka,Tamil Nadu,Axis,Kotak,0,clean
1686029a-bb06-4a,UPI0001002151,so8w5038@okaxis,0a9225e3-208,tqlgzui1@ybl,109f1976-af5,18069,2024-03-16T18:58:07,Karnataka,West Bengal,Axis,ICICI,0,clean
7cd48e98-7964-4c,UPI0001002665,nmby49e7@ibl,68a8ef6f-279,uuxk0are@ibl,7992b6ba-0fd,116712,2024-03-17T15:10:09,Kerala,Telangana,Axis,BOB,0,clean
c4bb5029-4739-4e,UPI0001001107,1g1r1dww@apl,2645ceb7-5d8,rkmby9ip@ybl,f5ed200a-714,82596,2024-03-18T02:09:03,Karnataka,Maharashtra,Axis,HDFC,0,clean
91799ab1-db9d-4d,UPI0001000699,0t9nt3w5@okaxis,da315726-456,fgzvrctl@icici,8e73c27c-e02,44644,2024-03-18T00:30:06,Tamil Nadu,Karnataka,PNB,BOB,0,clean
bada9817-d5f6-42,UPI0001002763,1n0lh9p8@oksbi,3e215a9e-0c6,n4regb1a@paytm,29d0cf3a-270,83683,2024-03-15T15:31:39,Tamil Nadu,Gujarat,PNB,Axis,0,clean
e0d1fce0-3ae2-42,UPI0001004327,vgww4fyb@ibl,baf6a88b-8a5,7gu0env5@icici,f2e7fec2-ac8,187105,2024-03-18T07:39:11,Tamil Nadu,West Bengal,HDFC,Axis,0,clean
8293e151-ab0e-4d,UPI0001004312,zmf8mdd4@paytm,d6a9a633-5ca,j16dvtja@ybl,404bee3c-794,123821,2024-03-17T14:50:04,Tamil Nadu,Karnataka,BOB,Kotak,0,clean
040a21b0-fd09-40,UPI0001002902,sygjjfgj@paytm,333e6ba7-55b,4j3dab42@okaxis,528a0fca-b7e,138944,2024-03-17T07:58:27,Kerala,Karnataka,Axis,BOB,0,clean
647895f8-0dde-4d,UPI0001003800,gu3obygh@oksbi,b3e30a41-88d,u9n79gil@upi,388edc83-947,159074,2024-03-17T02:31:03,Tamil Nadu,Karnataka,ICICI,Kotak,0,clean
6ac56d24-215c-4b,UPI0001001203,7rm6j8y6@axl,36890ab2-d16,9yecazrp@oksbi,388259e0-08a,2191,2024-03-18T01:09:44,Kerala,Maharashtra,PNB,SBI,0,clean
6a5560b4-66f8-4e,UPI0001000927,ch8jwwdx@oksbi,b6a72442-d1f,08j3trp0@paytm,6434509b-398,59921,2024-03-17T16:54:09,West Bengal,Karnataka,HDFC,ICICI,0,clean
d13ca1ad-a775-40,UPI0001002943,yc3rwqmm@icici,8b3a52b5-76e,yv3lxchf@ybl,05438732-9d3,61615,2024-03-17T19:02:23,Tamil Nadu,Tamil Nadu,Kotak,BOB,0,clean
7f700c74-1c79-4d,UPI0001000495,0cdk36m8@paytm,e75380e3-936,7h23c42y@oksbi,dac36c42-184,50703,2024-03-15T22:22:39,Tamil Nadu,Telangana,HDFC,PNB,0,clean
83f2caa0-0dc8-43,UPI0001003604,so8w5038@okaxis,0a9225e3-208,jdm5fc79@upi,a083e671-4cd,67323,2024-03-18T09:52:43,Karnataka,Maharashtra,Axis,Kotak,0,clean
87c1a7da-7895-4d,UPI0001001958,y4lmct64@oksbi,c2a29e5d-a8f,vpw232ut@icici,10888114-863,37549,2024-03-17T22:36:34,West Bengal,Gujarat,BOB,HDFC,0,clean
dccdfe9b-a9c2-48,UPI0001003261,qzxebb9e@okaxis,8ebd5aae-250,z2sf6f7l@apl,f4ac893c-cd3,98261,2024-03-16T10:32:57,West Bengal,Karnataka,Kotak,Kotak,0,clean
2d16b2a5-69b5-4a,UPI0001004783,mxb9yo18@apl,59117312-cf3,irym81cm@oksbi,4956140d-046,132847,2024-03-17T00:26:09,Gujarat,Tamil Nadu,SBI,PNB,0,clean
d0ad92a1-df93-47,UPI0001001756,x7pwo6cm@upi,2500e1a0-89a,et8t63j3@axl,e4ac4b23-0d3,188527,2024-03-17T13:48:56,Karnataka,Karnataka,ICICI,BOB,0,clean
b4cdf96b-7180-43,UPI0001000786,vqy5ibpt@ybl,6254431b-8f0,mxb9yo18@apl,59117312-cf3,143218,2024-03-16T07:57:42,Tamil Nadu,Gujarat,HDFC,SBI,0,clean
8c16ad95-0805-42,UPI0001001927,c2htmqwy@icici,f56a4c57-7ae,hrrpzlk3@ibl,8b84e2d0-e1e,115347,2024-03-16T04:58:38,West Bengal,West Bengal,BOB,SBI,0,clean
34753eef-8ff3-41,UPI0001004105,q1s05wnw@upi,8ed524ee-6d2,lq5v4ftq@paytm,15386809-9f2,94682,2024-03-18T06:03:12,Maharashtra,Maharashtra,PNB,Kotak,0,clean
7e83b1ed-7f74-47,UPI0001004342,al8m1g9f@paytm,f6b9e535-824,38diuovw@icici,83febe55-d55,178626,2024-03-16T02:08:44,Maharashtra,Karnataka,BOB,Axis,0,clean
4a9e5164-bb5f-47,UPI0001000272,ezqacj4t@icici,8eb3737e-59f,5xlk8wru@ybl,4c2dd6a9-8c7,116735,2024-03-16T03:30:25,West Bengal,Karnataka,Axis,SBI,0,clean
94533154-645e-45,UPI0001002742,wr7mkgxu@paytm,f8967d89-388,zrf5a7qy@icici,4b4c4d05-3db,150602,2024-03-15T23:51:25,Kerala,Gujarat,SBI,PNB,0,clean
2c3b6516-4aec-4a,UPI0001002081,2sds8b25@icici,bd9e7438-8f4,03o4gkww@paytm,a371a87c-ef1,68855,2024-03-16T15:45:03,Telangana,Gujarat,ICICI,PNB,0,clean
40885db4-864b-4e,UPI0001002716,dn5gjj8m@oksbi,daefad95-27b,ccprhvlz@upi,e917e480-79b,174121,2024-03-18T07:57:46,Kerala,Telangana,Axis,Axis,0,clean
405c1ece-6141-4a,UPI0001003695,vqy5ibpt@ybl,6254431b-8f0,9ltajw25@okaxis,2443c8c7-7e8,197391,2024-03-17T21:07:23,Tamil Nadu,West Bengal,HDFC,PNB,0,clean
bbed5c66-dd40-46,UPI0001003700,nmby49e7@ibl,68a8ef6f-279,c2ihoy7d@paytm,e4f996dd-100,192160,2024-03-18T07:08:42,Kerala,Tamil Nadu,Axis,BOB,0,clean
cd035c8e-557e-42,UPI0001001346,qzsa7yvd@axl,3c3a17d9-186,vt997e4u@upi,6ffdcb98-a38,93395,2024-03-16T02:55:44,Tamil Nadu,Gujarat,SBI,Kotak,0,clean
4bd633fa-eeed-49,UPI0001003445,x1gm32wp@okaxis,56954669-560,gh2m5zja@okaxis,835cb61e-36d,37576,2024-03-17T07:36:08,Kerala,Maharashtra,HDFC,SBI,0,clean
5fa5e155-e00c-46,UPI0001001980,ildzmfb7@axl,9749e680-bdd,1n0lh9p8@oksbi,3e215a9e-0c6,5705,2024-03-18T01:12:36,Maharashtra,Tamil Nadu,PNB,PNB,0,clean
efae4fe4-9981-41,UPI0001003351,c2htmqwy@icici,f56a4c57-7ae,css9toqw@upi,5ff36244-509,137394,2024-03-16T08:30:18,West Bengal,Maharashtra,BOB,ICICI,0,clean
5d0ad41b-f832-48,UPI0001003289,2zbppfo5@upi,c3f5b069-37e,82kb700u@ybl,dcd27afa-05a,156244,2024-03-15T23:17:39,Maharashtra,Maharashtra,Kotak,PNB,0,clean
eda5ed16-c5c0-40,UPI0001003299,qfwwxr5r@ibl,26cdf408-d84,irym81cm@oksbi,4956140d-046,191279,2024-03-17T12:28:44,Maharashtra,Tamil Nadu,ICICI,PNB,0,clean
c0d66b14-8881-43,UPI0001002479,zrf5a7qy@icici,4b4c4d05-3db,qvs8a0tp@axl,964a35db-404,148667,2024-03-18T10:52:06,Gujarat,Telangana,PNB,Kotak,0,clean
ea01a028-8ddd-4f,UPI0001002503,ofas1ekt@axl,de630927-308,ezjsszwd@icici,4d45d924-039,79036,2024-03-17T17:39:44,Maharashtra,Telangana,BOB,SBI,0,clean
d4764686-6486-4e,UPI0001003888,nmkza3oa@ybl,e74929a0-019,3dd03uvu@upi,cf3db828-3cc,8197,2024-03-16T20:04:45,Karnataka,Tamil Nadu,Kotak,PNB,0,clean
1985f2f0-a19a-4c,UPI0001004166,19qzpniq@oksbi,10d15b04-d6f,6befflzm@icici,db593e75-f7b,119935,2024-03-18T03:28:33,Tamil Nadu,Kerala,ICICI,ICICI,0,clean
4cbb56da-d834-4c,UPI0001001136,aiy4va13@ybl,143b620b-637,60plozjc@upi,d72284a1-243,71957,2024-03-17T09:36:03,Maharashtra,West Bengal,BOB,SBI,0,clean
c346546f-053e-46,UPI0001003482,9tr74qge@oksbi,2dc01c43-46d,8qqvaecw@okaxis,6ba34083-55e,35053,2024-03-15T15:38:34,Telangana,Maharashtra,PNB,PNB,0,clean
455a7359-6580-47,UPI0001001903,aacosym0@paytm,7cd0e4eb-ec5,7y2lofn1@axl,075bde03-879,101399,2024-03-16T10:52:34,Kerala,Maharashtra,HDFC,HDFC,0,clean
3470a726-e929-42,UPI0001002205,je2ab2rv@upi,8cc02af2-3b1,uzpeal2w@upi,05950436-fc1,168639,2024-03-15T15:53:17,West Bengal,Telangana,BOB,SBI,0,clean
0d25eeca-9758-4e,UPI0001004680,fr91ipwh@upi,0e051c39-642,jcn9j3gc@okaxis,59d7c029-a96,31103,2024-03-16T13:40:15,West Bengal,Tamil Nadu,SBI,Kotak,0,clean
0d7e26fe-2e50-42,UPI0001001484,gn1w1ht7@axl,61e9276c-1e5,kqxlm5q2@axl,96141255-6de,26052,2024-03-18T07:47:54,Tamil Nadu,West Bengal,PNB,BOB,0,clean
e739614a-57be-4e,UPI0001001252,o2m71hss@ybl,6cafa98d-8f3,091c795r@upi,e21f0d08-204,136227,2024-03-18T02:49:25,Tamil Nadu,Karnataka,SBI,BOB,0,clean
2ca59978-24d3-49,UPI0001003690,1oxrwk8r@apl,0051a9ea-fd9,e46aexl6@paytm,cb20a360-856,4946,2024-03-18T07:27:14,Karnataka,Gujarat,ICICI,PNB,0,clean
f01b785e-f8e6-4c,UPI0001004532,webnvg5v@upi,e2bf96c9-371,hyp9umyg@ibl,5327d76c-929,24178,2024-03-17T22:04:32,Telangana,Maharashtra,ICICI,PNB,0,clean
4f53279a-3244-43,UPI0001000188,rw6tm2o0@icici,7b3b2f4a-e30,c01arxab@apl,a094d57c-0e5,44729,2024-03-15T18:53:12,Karnataka,Tamil Nadu,ICICI,ICICI,0,clean
5eeea2cb-fdb3-43,UPI0001001383,ev361xsn@ybl,253a3b26-f4f,ytwbozd1@ybl,9637a7ac-2e7,161293,2024-03-17T11:10:37,Gujarat,Tamil Nadu,PNB,Kotak,0,clean
2dc10d8c-feb0-4e,UPI0001003148,1oxrwk8r@apl,0051a9ea-fd9,tuw6taq6@upi,409c06a8-91d,115997,2024-03-15T17:22:36,Karnataka,Gujarat,ICICI,Axis,0,clean
77ba36ec-b03d-4e,UPI0001001638,7azv2efu@ibl,68d7613a-6e9,61bw4a7f@axl,69e6f60e-2f1,125535,2024-03-16T07:52:41,Telangana,Maharashtra,SBI,SBI,0,clean
f9114b4d-1a76-42,UPI0001002590,ftaxp0wf@apl,c8a9e7b7-950,f6a4fejg@ybl,0ab1b956-6ec,144611,2024-03-16T03:23:38,Gujarat,West Bengal,Kotak,HDFC,0,clean
2853b3e4-bdf0-42,UPI0001001926,jtgq01te@ibl,f43f6c1a-19d,ezqacj4t@icici,8eb3737e-59f,22417,2024-03-15T18:45:27,Tamil Nadu,West Bengal,ICICI,Axis,0,clean
2c6428d8-b6b9-44,UPI0001004259,hgbmfbuv@upi,aab2c0e3-bcd,il8sa3id@upi,0ff28a1c-817,149910,2024-03-17T20:01:15,West Bengal,Gujarat,SBI,SBI,0,clean
f0080048-a410-4e,UPI0001003186,aji0y6dp@ybl,db6e078e-7f2,0lthy25m@oksbi,3c04574b-b03,22177,2024-03-16T03:41:28,Tamil Nadu,Kerala,SBI,ICICI,0,clean
b78c462f-8082-49,UPI0001003742,lem1qq4d@paytm,876e2b47-793,gh2m5zja@okaxis,835cb61e-36d,42025,2024-03-18T08:08:26,Telangana,Maharashtra,BOB,SBI,0,clean
0055f378-2cb8-43,UPI0001000215,erxdouad@paytm,3396a1f3-654,fqjja26y@oksbi,51114166-54e,180852,2024-03-15T19:25:19,Maharashtra,Kerala,Kotak,SBI,0,clean
48e8f8aa-dbf8-42,UPI0001000891,5cozroou@oksbi,1731ed06-891,erxdouad@paytm,3396a1f3-654,183141,2024-03-15T12:26:59,Kerala,Maharashtra,ICICI,Kotak,0,clean
4bcbcb83-70ec-4a,UPI0001002877,iiji44m2@ibl,333ff240-187,vqyiy1sy@oksbi,692618fb-a65,22880,2024-03-17T17:57:55,Karnataka,Gujarat,SBI,ICICI,0,clean
35d1333c-92e4-4d,UPI0001004742,gn1w1ht7@axl,61e9276c-1e5,ng2igsb9@oksbi,b7684321-a5d,19153,2024-03-17T18:01:38,Tamil Nadu,Telangana,PNB,Kotak,0,clean
c17e1660-bad9-40,UPI0001003310,j9rm7pyx@ibl,4a9e6a11-177,ezqacj4t@icici,8eb3737e-59f,199838,2024-03-17T14:08:09,Gujarat,West Bengal,BOB,Axis,0,clean
fe4e4237-76fb-4b,UPI0001000957,eh5sw229@upi,988a62ef-895,x7pwo6cm@upi,2500e1a0-89a,37229,2024-03-18T06:14:19,Telangana,Karnataka,Axis,ICICI,0,clean
e3421c46-32e0-4e,UPI0001001303,kuuhclrr@ibl,9658742d-f26,9ryllwb7@icici,786ee19f-951,159883,2024-03-15T11:37:19,West Bengal,Gujarat,Kotak,SBI,0,clean
9d34aed4-da66-4f,UPI0001004313,irym81cm@oksbi,4956140d-046,ofas1ekt@axl,de630927-308,159962,2024-03-15T20:20:30,Tamil Nadu,Maharashtra,PNB,BOB,0,clean
b8823050-b89c-4e,UPI0001002272,c2ihoy7d@paytm,e4f996dd-100,f5gcl9lc@axl,07d8fa8c-cff,199954,2024-03-17T10:16:11,Tamil Nadu,Telangana,BOB,ICICI,0,clean
a7c83903-136c-42,UPI0001000851,rlf8a9ke@axl,0a10972f-813,2ei9212p@okaxis,bf8daac7-444,105325,2024-03-18T03:16:59,Kerala,Kerala,PNB,SBI,0,clean
fac8dfff-fed9-4d,UPI0001000400,qxm0632c@paytm,fc67a622-d29,95g3v23g@icici,87088df9-723,95336,2024-03-15T13:58:09,Tamil Nadu,Kerala,Kotak,ICICI,0,clean
107f48b7-b820-48,UPI0001001057,s8q349dx@ybl,f92d00fe-76e,82kb700u@ybl,dcd27afa-05a,85016,2024-03-16T12:35:05,Telangana,Maharashtra,HDFC,PNB,0,clean
dbd9d7df-226b-43,UPI0001003353,w6m7b5c8@paytm,6ac34a96-9d8,hxid4n1u@apl,5830f07f-146,59911,2024-03-17T16:57:05,Gujarat,Kerala,PNB,BOB,0,clean
e543e265-ee68-49,UPI0001001069,2jwoclyt@upi,92c5bab8-7ba,xie0rnuj@paytm,7c49cd93-294,180681,2024-03-17T15:54:56,Telangana,Maharashtra,PNB,PNB,0,clean
f0493980-0b51-46,UPI0001004268,aacosym0@paytm,7cd0e4eb-ec5,0ljch2vf@oksbi,cab331dd-0d9,149711,2024-03-17T14:41:12,Kerala,West Bengal,HDFC,Axis,0,clean
a2310756-118f-41,UPI0001004694,i04b7p47@ybl,a3267200-292,0kgazu41@ybl,deda1626-f82,102758,2024-03-16T06:53:50,Kerala,Maharashtra,BOB,HDFC,0,clean
855f3b00-b3a0-42,UPI0001000955,dh0uyhnq@icici,ea03df36-47b,811kerpe@icici,c1a2cc6d-cfd,21207,2024-03-16T17:34:00,Tamil Nadu,Maharashtra,HDFC,PNB,0,clean
cbb6c5f4-437f-4b,UPI0001003777,xlez896d@apl,1f77ec31-a37,vn1x2gdg@paytm,b8323e22-9c7,10859,2024-03-16T19:34:41,Telangana,West Bengal,Kotak,Axis,0,clean
14c4357e-d993-42,UPI0001002220,8ra484nl@paytm,bb2eba83-a1c,d9fkxzuu@axl,1433fde1-1dd,76904,2024-03-16T17:43:38,Gujarat,Tamil Nadu,Axis,PNB,0,clean
4d1dbc7c-3e8e-40,UPI0001004274,9v20yar8@okaxis,d55a6885-690,1zxyvgiu@okaxis,855b24d8-016,138175,2024-03-16T08:33:33,Tamil Nadu,Gujarat,PNB,ICICI,0,clean
ff306234-5363-4f,UPI0001000152,md270stl@apl,05beb72c-5c8,irym81cm@oksbi,4956140d-046,127613,2024-03-17T14:51:58,West Bengal,Tamil Nadu,Axis,PNB,0,clean
5a76c4fb-0d3b-4b,UPI0001001662,wusxlmt2@axl,cdd27bc1-dc1,hyexf7jx@paytm,855c736c-1a1,158141,2024-03-16T21:01:40,Gujarat,Telangana,ICICI,SBI,0,clean
34ce505c-99a2-4a,UPI0001004354,b9w4uov5@paytm,1dff960e-c72,h25llo3r@ybl,61c41a5e-2b8,21452,2024-03-17T19:18:04,West Bengal,Maharashtra,PNB,BOB,0,clean
3c72134e-02c9-4b,UPI0001000746,091c795r@upi,e21f0d08-204,9boq0iq2@oksbi,45a62da6-105,83318,2024-03-16T05:22:18,Karnataka,West Bengal,BOB,SBI,0,clean
f659a76d-b3ae-43,UPI0001000435,qvs8a0tp@axl,964a35db-404,091c795r@upi,e21f0d08-204,107617,2024-03-16T00:37:23,Telangana,Karnataka,Kotak,BOB,0,clean
112650af-8d08-43,UPI0001000735,hyp9umyg@ibl,5327d76c-929,xyjoa21a@oksbi,27c58270-7c1,166580,2024-03-18T00:35:50,Maharashtra,Karnataka,PNB,PNB,0,clean
6e2f8677-eb72-4d,UPI0001002592,i6yuj7yk@icici,f03c391e-8f7,2muljavb@paytm,42174022-e10,167442,2024-03-18T01:46:46,Tamil Nadu,Kerala,Kotak,SBI,0,clean
7a02e69b-8c17-4d,UPI0001002021,rlf8a9ke@axl,0a10972f-813,nbhds26f@upi,6cb62eb2-7f2,188223,2024-03-17T19:30:47,Kerala,Tamil Nadu,PNB,Axis,0,clean
8f4b044d-2214-4d,UPI0001001040,reiyaz39@apl,75d4c470-c88,nn8ztv05@ibl,b38f2bd8-1fb,130629,2024-03-18T07:36:40,Karnataka,Karnataka,PNB,BOB,0,clean
089d8ebb-1a75-40,UPI0001004352,70e3p15a@okaxis,d87ecdc6-34f,rdihsa7h@oksbi,ecf41fd7-09b,190923,2024-03-15T18:25:34,Karnataka,Karnataka,SBI,ICICI,0,clean
8569a568-e8dd-40,UPI0001003861,0me8f840@apl,d2acd40e-25c,a3kkrzd5@oksbi,e9b226cc-92f,22824,2024-03-17T02:35:42,Maharashtra,Maharashtra,BOB,ICICI,0,clean
412fe430-1e24-49,UPI0001003743,ifrml29q@ybl,7e962fc5-e68,8k06moxs@oksbi,116067d7-992,99645,2024-03-17T14:30:21,Tamil Nadu,Kerala,ICICI,HDFC,0,clean
82c85635-eca4-4e,UPI0001002929,kmy9x8sy@upi,3a2ea2b9-ebe,h61iaoim@ybl,e6db924d-173,4343,2024-03-15T19:15:52,Gujarat,West Bengal,PNB,ICICI,0,clean
e7c3d4a3-19a7-4e,UPI0001002698,0q0mftg6@ybl,1c02f161-954,xxbw01pd@ibl,76fbf235-4af,8143,2024-03-17T05:44:36,Gujarat,Maharashtra,Kotak,SBI,0,clean
36ba7665-bce3-4f,UPI0001000285,xqkwqh5k@paytm,28070a63-70b,0ljch2vf@oksbi,cab331dd-0d9,177082,2024-03-18T01:37:14,Karnataka,West Bengal,Axis,Axis,0,clean
bc35c62c-93c7-4a,UPI0001001115,o75rh8lx@ibl,08de2ce8-4d4,9iy4x41d@apl,e541dc70-08b,180834,2024-03-17T10:47:44,Karnataka,Karnataka,PNB,Axis,0,clean
